weight_file,threshold
bertGRU antihiv.ckpt_fold1,0.50062704
bertGRU antihiv.ckpt_fold2,0.49752823
bertGRU antihiv.ckpt_fold3,0.45456016
bertGRU antihiv.ckpt_fold4,0.5044929
bertGRU antihiv.ckpt_fold5,0.5241314
bertGRU antihiv.ckpt_fold6,0.51884353
bertGRU antihiv.ckpt_fold7,0.5044929
bertGRU antihiv.ckpt_fold8,0.52227795
bertGRU antihiv.ckpt_fold9,0.45726973
bertGRU antihiv.ckpt_fold10,0.52227795
